diameter,weight,cultivar
66,106.63,elstar
66,110.05,elstar
66,107.31,elstar
67,110.57,elstar
67,120.93,elstar
67,108.34,elstar
67,112.98,elstar
67,114.56,elstar
67,115.6,elstar
67,116.52,elstar
67,112.74,elstar
67,111.96,elstar
67,112.2,elstar
67,117.13,elstar
67,118.74,elstar
67,120.17,elstar
67,118.31,elstar
68,121.66,elstar
68,113.99,elstar
68,123.07,elstar
68,119.46,elstar
68,124.06,elstar
68,121.23,elstar
69,123.78,elstar
69,124.44,elstar
69,118.05,elstar
69,123.35,elstar
69,117.94,elstar
69,121.09,elstar
69,122.37,elstar
69,124.06,elstar
69,121.49,elstar
69,123.16,elstar
70,126.05,elstar
70,125.01,elstar
70,128.17,elstar
70,133.03,elstar
70,128.33,elstar
70,128.53,elstar
70,125.84,elstar
71,131.85,elstar
71,133.79,elstar
71,138.54,elstar
72,133.22,elstar
73,135.98,elstar
73,144.3,elstar
74,152.34,elstar
75,151.33,elstar
76,161.69,elstar
77,166.97,elstar
49,51.32,elstar
49,52,elstar
52,58.62,elstar
52,61.5,elstar
53,60.06,elstar
53,61.2,elstar
53,64.39,elstar
54,64.69,elstar
54,65.07,elstar
54,65.49,elstar
54,65.69,elstar
55,77.58,elstar
55,67.64,elstar
55,68.17,elstar
55,66.77,elstar
55,70.3,elstar
56,78.61,elstar
56,73.44,elstar
56,73.21,elstar
56,74.49,elstar
57,92.3,elstar
57,74.7,elstar
57,77.03,elstar
57,91.42,elstar
58,78.68,elstar
58,77.57,elstar
58,82.49,elstar
58,81.69,elstar
58,86.94,elstar
58,81.48,elstar
58,80.75,elstar
58,83.54,elstar
58,78.8,elstar
58,82.09,elstar
58,81.99,elstar
59,85.23,elstar
60,89.15,elstar
60,88.58,elstar
60,87.23,elstar
60,89.7,elstar
60,88.2,elstar
60,88.76,elstar
60,93.41,elstar
60,88,elstar
60,90.3,elstar
60,90.49,elstar
61,98.2,elstar
61,95.32,elstar
61,93.22,elstar
61,93.42,elstar
61,93.57,elstar
62,92.87,elstar
62,97.31,elstar
62,97.71,elstar
62,97.36,elstar
62,94.77,elstar
62,98.86,elstar
62,100.82,elstar
63,97.61,elstar
63,105.6,elstar
63,99.15,elstar
63,102.78,elstar
63,99.2,elstar
63,98.31,elstar
63,101.26,elstar
63,100.62,elstar
64,104.42,elstar
65,107.73,elstar
65,109.56,elstar
66,113.66,elstar
66,117.55,elstar
66,110.2,elstar
66,114.56,elstar
66,118.1,elstar
66,115.27,elstar
66,111.62,elstar
67,119.62,elstar
67,120.28,elstar
68,120.14,elstar
68,125.67,elstar
69,126.36,elstar
69,128.72,elstar
71,138.41,elstar
73,150.71,elstar
56,67.97,elstar
57,75.13,elstar
59,83.91,elstar
61,90.88,elstar
64,101.16,elstar
64,98.35,elstar
66,106.11,elstar
67,112.86,elstar
67,114.71,elstar
67,120.73,elstar
68,120.4,elstar
68,124.07,elstar
68,118.16,elstar
68,127.39,elstar
68,125.49,elstar
68,125.33,elstar
68,115.73,elstar
68,123.51,elstar
69,123.84,elstar
69,106.24,elstar
69,128.15,elstar
69,125.76,elstar
70,127.12,elstar
70,127.97,elstar
70,120.19,elstar
70,126.62,elstar
70,132.75,elstar
70,135.88,elstar
71,127.74,elstar
71,129.37,elstar
71,135.14,elstar
71,138.85,elstar
71,134.54,elstar
71,137.01,elstar
72,143.06,elstar
72,137.08,elstar
72,134.72,elstar
72,140.18,elstar
72,143.29,elstar
72,143.9,elstar
72,134.8,elstar
73,135.6,elstar
73,149,elstar
73,151.63,elstar
73,143.06,elstar
73,141.28,elstar
73,147.53,elstar
73,145.7,elstar
73,144.4,elstar
74,150.95,elstar
74,145.59,elstar
74,147.33,elstar
74,149.88,elstar
74,147.99,elstar
74,156.84,elstar
74,150.01,elstar
74,150.07,elstar
74,157.01,elstar
75,157.23,elstar
75,139.51,elstar
76,157.67,elstar
76,164.21,elstar
78,169.89,elstar
78,179.44,elstar
79,179.22,elstar
79,174.58,elstar
81,183.09,elstar
47,46.32,elstar
58,82.19,elstar
58,79.08,elstar
61,98.48,elstar
61,92.89,elstar
62,96.22,elstar
62,97.4,elstar
62,91.73,elstar
63,99.52,elstar
63,102.69,elstar
63,103.1,elstar
63,100.31,elstar
64,101.74,elstar
64,108.23,elstar
64,107.4,elstar
64,102.15,elstar
65,108.4,elstar
65,108.99,elstar
65,106.94,elstar
65,107.1,elstar
66,108.39,elstar
67,112.82,elstar
67,115.12,elstar
67,115.58,elstar
67,119.35,elstar
67,118.07,elstar
67,116.48,elstar
67,122.3,elstar
67,114.8,elstar
67,122.76,elstar
67,117.63,elstar
67,120.38,elstar
67,121.29,elstar
68,122.84,elstar
68,123.64,elstar
68,120.72,elstar
68,125.72,elstar
68,120.25,elstar
68,120.74,elstar
68,119.77,elstar
68,125.27,elstar
69,120.95,elstar
69,127.13,elstar
69,127.42,elstar
69,126.08,elstar
69,128.49,elstar
69,123.79,elstar
69,130.17,elstar
69,125.93,elstar
69,129.1,elstar
69,133.49,elstar
70,130.83,elstar
70,129.6,elstar
70,135.48,elstar
70,132.09,elstar
70,128.04,elstar
70,132.43,elstar
70,133.79,elstar
70,136.53,elstar
70,136.37,elstar
70,131.45,elstar
70,131.58,elstar
70,132.79,elstar
71,139.68,elstar
71,135.13,elstar
71,135.58,elstar
71,135.2,elstar
71,137.14,elstar
71,140.97,elstar
71,135.62,elstar
71,138.58,elstar
71,140.12,elstar
72,138.36,elstar
72,142.39,elstar
72,143.95,elstar
72,144.46,elstar
72,143.51,elstar
72,142.35,elstar
73,147.88,elstar
73,147.97,elstar
73,150.08,elstar
74,147.77,elstar
74,149.11,elstar
74,155.12,elstar
74,151.38,elstar
76,170.92,elstar
78,180.63,elstar
79,188.41,elstar
47,40.14,elstar
48,45.8,elstar
49,46.54,elstar
49,51.51,elstar
51,56.88,elstar
52,51.12,elstar
52,54.36,elstar
52,57.19,elstar
52,57.7,elstar
53,56.67,elstar
53,57.68,elstar
53,59.32,elstar
53,60.58,elstar
53,56.13,elstar
54,62,elstar
54,61.4,elstar
54,67.32,elstar
55,63.69,elstar
55,62.28,elstar
55,65.28,elstar
55,68.18,elstar
56,68.95,elstar
56,67.52,elstar
56,67.51,elstar
56,68.36,elstar
56,70.3,elstar
56,68.75,elstar
56,71.15,elstar
56,69.78,elstar
56,70.08,elstar
56,66.75,elstar
57,74.03,elstar
57,75.92,elstar
58,78.12,elstar
58,77.93,elstar
58,82.57,elstar
58,74.42,elstar
58,74.41,elstar
59,77.22,elstar
59,75.53,elstar
59,75.79,elstar
59,81.56,elstar
59,80.16,elstar
59,76.79,elstar
59,78.6,elstar
59,82.89,elstar
60,77.01,elstar
60,88.42,elstar
60,81.13,elstar
60,86.98,elstar
60,85.19,elstar
60,88.44,elstar
60,85.3,elstar
60,87.22,elstar
60,86,elstar
60,84.02,elstar
60,92.24,elstar
60,83.98,elstar
61,86.95,elstar
61,88.41,elstar
61,89.58,elstar
61,87.3,elstar
61,85.91,elstar
61,89.79,elstar
61,91.64,elstar
61,90.39,elstar
61,89.58,elstar
62,90.85,elstar
62,90.39,elstar
62,93.7,elstar
62,100.17,elstar
62,95.29,elstar
62,96.58,elstar
62,95.36,elstar
62,98.45,elstar
62,96.81,elstar
63,99.27,elstar
63,94.22,elstar
63,97.33,elstar
63,97.44,elstar
63,94.82,elstar
63,97.2,elstar
63,97.54,elstar
64,101.66,elstar
64,90.04,elstar
64,88.72,elstar
64,101.06,elstar
64,96.91,elstar
64,94.93,elstar
64,101.38,elstar
64,105.17,elstar
64,104.75,elstar
64,105.75,elstar
64,107.99,elstar
64,101.83,elstar
64,99.41,elstar
65,103.72,elstar
65,109.14,elstar
65,107.14,elstar
65,111.01,elstar
65,103.56,elstar
65,107.45,elstar
65,103.22,elstar
65,101.83,elstar
66,102.1,elstar
66,111.12,elstar
66,104.93,elstar
66,113.24,elstar
67,110.49,elstar
67,116.65,elstar
67,113.55,elstar
67,115.66,elstar
67,116.48,elstar
67,115.77,elstar
67,113.74,elstar
67,120.35,elstar
67,120.89,elstar
67,112.6,elstar
68,119.1,elstar
68,116.8,elstar
68,121.1,elstar
68,126.31,elstar
69,125.66,elstar
69,127.32,elstar
69,126.64,elstar
69,118.59,elstar
69,131.54,elstar
70,124.54,elstar
70,124.96,elstar
70,130.01,elstar
70,128.41,elstar
71,133,elstar
71,142.44,elstar
72,142.07,elstar
72,134.48,elstar
73,140.34,elstar
33,15.15,elstar
48,43.45,elstar
51,51.31,elstar
53,60.74,elstar
53,62.86,elstar
54,129.72,elstar
54,62.54,elstar
54,67.96,elstar
55,65.43,elstar
56,69.24,elstar
56,68.45,elstar
57,74.73,elstar
58,87.14,elstar
59,75.91,elstar
59,83.02,elstar
59,79.22,elstar
59,78.89,elstar
60,82.03,elstar
60,84.31,elstar
60,82.2,elstar
60,87.62,elstar
60,85.79,elstar
61,88.55,elstar
61,86.69,elstar
61,87,elstar
61,94.4,elstar
61,90.98,elstar
61,92.07,elstar
62,91.09,elstar
62,94.58,elstar
62,94.43,elstar
62,94.82,elstar
62,93.72,elstar
62,94.92,elstar
63,99.13,elstar
63,98.19,elstar
63,96.73,elstar
63,96.67,elstar
63,100.57,elstar
63,96.46,elstar
63,100.31,elstar
63,105.89,elstar
63,97.14,elstar
63,98.32,elstar
63,98.45,elstar
64,101.19,elstar
64,102.2,elstar
64,101.39,elstar
64,104.58,elstar
64,101.47,elstar
64,103.2,elstar
64,102.59,elstar
64,100.09,elstar
64,108.77,elstar
64,103.42,elstar
64,105.03,elstar
64,108.12,elstar
65,105.98,elstar
65,106.96,elstar
65,108.68,elstar
65,110.69,elstar
65,109.16,elstar
65,107.69,elstar
65,107.74,elstar
65,104.79,elstar
66,110.06,elstar
66,108.76,elstar
66,109.51,elstar
66,106.69,elstar
66,108.25,elstar
66,115.87,elstar
66,108.87,elstar
66,112.15,elstar
66,114.07,elstar
66,112.97,elstar
67,116.85,elstar
67,114.4,elstar
67,112.28,elstar
67,117.43,elstar
67,112.31,elstar
67,114.27,elstar
67,116.84,elstar
67,112.12,elstar
67,116.11,elstar
67,115.9,elstar
67,112.42,elstar
67,115.47,elstar
67,117.48,elstar
67,116.7,elstar
67,128.17,elstar
67,116.72,elstar
67,116.77,elstar
67,117.79,elstar
67,118.86,elstar
67,122.21,elstar
67,121.23,elstar
68,116.42,elstar
68,122.28,elstar
68,121.33,elstar
68,124,elstar
68,120.88,elstar
68,121.73,elstar
68,119.78,elstar
68,120.72,elstar
68,122.7,elstar
68,125.94,elstar
68,122.28,elstar
69,124.17,elstar
69,126.59,elstar
69,127.17,elstar
69,124.24,elstar
69,128.4,elstar
69,123,elstar
69,123.08,elstar
69,127.02,elstar
70,132.86,elstar
70,108.91,elstar
70,134.39,elstar
70,129.56,elstar
70,133.92,elstar
70,127.56,elstar
70,127.25,elstar
70,129.09,elstar
70,130.29,elstar
70,131.12,elstar
70,134.66,elstar
71,134.84,elstar
71,133.16,elstar
71,144.84,elstar
71,138.28,elstar
73,142.53,elstar
73,146,elstar
73,144.75,elstar
73,145.21,elstar
73,152.91,elstar
73,149.07,elstar
74,150.54,elstar
74,153.71,elstar
74,156.5,elstar
75,156.01,elstar
51,52.54,elstar
57,67.06,elstar
75,154.22,elstar
75,155.07,elstar
78,188.01,elstar
80,186.65,elstar
80,189.08,elstar
81,202.52,elstar
82,201.26,elstar
84,215.58,elstar
81,192.77,elstar
87,238.28,elstar
72,140.12,elstar
77,172.89,elstar
84,228.59,elstar
70,126.94,elstar
71,141.58,elstar
77,170.6,elstar
81,187.58,elstar
51.7,54,red_elstar
50.9,55.1,red_elstar
53.4,56.8,red_elstar
52.6,58.9,red_elstar
54.4,58.5,red_elstar
53.4,60.5,red_elstar
54,61.7,red_elstar
54.5,63.6,red_elstar
55,64.5,red_elstar
56.4,66.4,red_elstar
55,67.1,red_elstar
55.5,68,red_elstar
56.2,68,red_elstar
57.5,68,red_elstar
58.1,68.5,red_elstar
55.5,68.7,red_elstar
57.6,69.7,red_elstar
56.6,70.3,red_elstar
56.4,70.6,red_elstar
57.1,71.3,red_elstar
57.7,71.8,red_elstar
58.2,73.4,red_elstar
57.4,73.6,red_elstar
57.9,73.6,red_elstar
57.7,74.3,red_elstar
58.7,74.3,red_elstar
59,74.3,red_elstar
56.6,74.5,red_elstar
57.7,75.2,red_elstar
59.5,76,red_elstar
59.3,76.2,red_elstar
57.7,76.4,red_elstar
59.1,77.8,red_elstar
58.5,78.3,red_elstar
59.5,78.5,red_elstar
58.3,79.4,red_elstar
59.4,79.9,red_elstar
58.9,80.4,red_elstar
60.4,80.4,red_elstar
59.3,81.3,red_elstar
59.9,81.6,red_elstar
59.9,81.8,red_elstar
59.7,82,red_elstar
60.5,82.5,red_elstar
60.7,82.5,red_elstar
58.5,82.7,red_elstar
60.2,83.2,red_elstar
60.5,83.7,red_elstar
61.1,84.1,red_elstar
60.7,84.6,red_elstar
61.3,84.8,red_elstar
59.5,85.9,red_elstar
60.4,86,red_elstar
61.2,86.5,red_elstar
60.7,86.9,red_elstar
62.2,86.9,red_elstar
61.5,87.2,red_elstar
60.7,87.8,red_elstar
61.5,87.9,red_elstar
62.5,88.1,red_elstar
62.4,88.1,red_elstar
61.3,89,red_elstar
62.7,89.7,red_elstar
61.5,90.2,red_elstar
62.2,90.2,red_elstar
61.9,90.4,red_elstar
62.3,90.9,red_elstar
62.4,91.4,red_elstar
62.8,91.8,red_elstar
61.9,92.3,red_elstar
63,92.3,red_elstar
63.4,92.3,red_elstar
63.2,93,red_elstar
61.4,93,red_elstar
62.1,93.4,red_elstar
62.8,93.4,red_elstar
62,93.9,red_elstar
63,94.4,red_elstar
64.3,94.4,red_elstar
61.8,94.8,red_elstar
63.8,94.9,red_elstar
62.4,95.3,red_elstar
62.8,96.2,red_elstar
63.7,96.7,red_elstar
64,97.2,red_elstar
62.6,97.6,red_elstar
63.2,98.3,red_elstar
64.4,98.4,red_elstar
62.6,99,red_elstar
64.9,99.1,red_elstar
65,100.7,red_elstar
63.8,101.1,red_elstar
65,103,red_elstar
63.7,103,red_elstar
64.4,103.2,red_elstar
64.3,104.6,red_elstar
65,104.9,red_elstar
65.6,104.9,red_elstar
65.8,104.9,red_elstar
66,106,red_elstar
66.2,106.5,red_elstar
65.4,107.4,red_elstar
65.8,109.5,red_elstar
66.4,109.5,red_elstar
66.2,110.5,red_elstar
67,110.5,red_elstar
67,111.6,red_elstar
67.4,114,red_elstar
68,114.4,red_elstar
67.3,115.3,red_elstar
67.2,117.2,red_elstar
68.3,121.6,red_elstar
68.7,123,red_elstar
67.8,123.7,red_elstar
67.9,124.4,red_elstar
69.2,125.4,red_elstar
79,204,honeycrisp
81,220,honeycrisp
83,222,honeycrisp
79,207,honeycrisp
71,162,honeycrisp
80,194,honeycrisp
95,328,honeycrisp
89,300,honeycrisp
87,274,honeycrisp
80,221,honeycrisp
99,400,honeycrisp
94,335,honeycrisp
74,165,honeycrisp
93,320,honeycrisp
90,298,honeycrisp
90,335,honeycrisp
92,318,honeycrisp
84,248,honeycrisp
90,320,honeycrisp
88,294,honeycrisp
97,354,honeycrisp
88,269,honeycrisp
72,150,honeycrisp
85,243,honeycrisp
100,365,honeycrisp
90,320,honeycrisp
85,242,honeycrisp
91,275,honeycrisp
69,148,honeycrisp
81,221,honeycrisp
90,284,honeycrisp
86,271,honeycrisp
91,316,honeycrisp
90,312,honeycrisp
86,270,honeycrisp
77,193,honeycrisp
92,337,honeycrisp
97,359,honeycrisp
86,268,honeycrisp
80,218,honeycrisp
89,298,honeycrisp
79,202,honeycrisp
73,187,honeycrisp
87,295,honeycrisp
79,217,honeycrisp
79,205,honeycrisp
90,292,honeycrisp
82,223,honeycrisp
88,307,honeycrisp
91,313,honeycrisp
90,295,honeycrisp
97,344,honeycrisp
90,302,honeycrisp
92,313,honeycrisp
91,329,honeycrisp
108,487,honeycrisp
90,311,honeycrisp
86,265,honeycrisp
93,307,honeycrisp
86,254,honeycrisp
95,338,honeycrisp
74,156,honeycrisp
84,257,honeycrisp
86,285,honeycrisp
87,289,honeycrisp
78,207,honeycrisp
98,363,honeycrisp
96,340,honeycrisp
85,241,honeycrisp
85,241,honeycrisp
89,265,honeycrisp
98,374,honeycrisp
92,286,honeycrisp
79,189,honeycrisp
92,268,honeycrisp
68,140.36,pinova
69,141.03,pinova
71,143.71,pinova
70,148.44,pinova
73,161.65,pinova
70,137.93,pinova
70,143.89,pinova
67,122.71,pinova
65,119.31,pinova
69,138.95,pinova
71,148.8,pinova
71,145.62,pinova
68,132.8,pinova
71,150.63,pinova
72,158.99,pinova
72,154.75,pinova
68,139.05,pinova
67,123.11,pinova
67,126.61,pinova
68,131.14,pinova
66,114.94,pinova
67,122.66,pinova
67,126.39,pinova
68,131.88,pinova
63,108.9,pinova
68,132.43,pinova
63,113.82,pinova
63,99.98,pinova
54,72.06,pinova
65,124.09,pinova
64,107.92,pinova
61,106.72,pinova
68,132.63,pinova
53,68.08,pinova
70,142.98,pinova
69,143.47,pinova
71,151.89,pinova
57,86.7,pinova
60,97.1,pinova
70,146.42,pinova
70,139.56,pinova
66,117.06,pinova
71,148.49,pinova
64,114.7,pinova
64,123.91,pinova
74,168.67,pinova
73,155.03,pinova
65,118.92,pinova
69,133.04,pinova
65,119.52,pinova
66,126.94,pinova
65,110.26,pinova
68,127.17,pinova
60,92.15,pinova
67,132,pinova
66,130.25,pinova
64,114.15,pinova
67,115.69,pinova
65,108.17,pinova
66,124.81,pinova
66,119.63,pinova
64,108.41,pinova
68,134.69,pinova
54,67.11,pinova
55,79.11,pinova
52,63.87,pinova
55,70.29,pinova
58,85.56,pinova
65,115.84,pinova
64,115.54,pinova
67,124.06,pinova
63,112.39,pinova
65,124.45,pinova
67,135.07,pinova
70,149.9,pinova
67,120.54,pinova
66,123.74,pinova
72,166.46,pinova
68,124.61,pinova
65,116.72,pinova
63,111.44,pinova
63,106.87,pinova
68,132.32,pinova
55,71.69,pinova
59,82.01,pinova
62,102.57,pinova
64,112.88,pinova
64,115.03,pinova
54,76.49,pinova
68,139.22,pinova
68,133.17,pinova
64,118.04,pinova
68,136.41,pinova
63,113.05,pinova
57,84.39,pinova
58,85.92,pinova
54,73.08,pinova
63,112.36,pinova
68,132.78,pinova
66,124.08,pinova
69,130.35,pinova
59,84.19,pinova
65,114.26,pinova
67,128.9,pinova
66,125.9,pinova
60,93.99,pinova
56,79.52,pinova
63,110.47,pinova
67,138.92,pinova
64,114.58,pinova
71,146.92,pinova
63,100.76,pinova
59,90.89,pinova
64,113.64,pinova
64,109.88,pinova
53,71.61,pinova
58,83.9,pinova
56,80.76,pinova
64,104.38,pinova
60,86.64,pinova
64,104.32,pinova
64,110.24,pinova
60,88.28,pinova
65,106.75,pinova
59,81.68,pinova
65,110.68,pinova
67,131.08,pinova
63,104.63,pinova
65,120.32,pinova
61,96.09,pinova
65,115.71,pinova
64,97.92,pinova
63,109.32,pinova
64,112.42,pinova
64,109.81,pinova
71,147.98,pinova
69,138.94,pinova
66,120.71,pinova
66,122.35,pinova
65,122.69,pinova
70,147.92,pinova
66,131.68,pinova
68,139.53,pinova
64,112.55,pinova
64,110.41,pinova
65,122.17,pinova
65,117.6,pinova
59,86.29,pinova
68,132.03,pinova
65,123.46,pinova
68,129.96,pinova
67,132.04,pinova
67,128.39,pinova
69,137.01,pinova
68,138.32,pinova
65,114.19,pinova
70,148.02,pinova
67,128.77,pinova
74,174.04,pinova
73,159.46,pinova
62,106.02,pinova
63,110.71,pinova
55,74.19,pinova
64,113.59,pinova
60,94.46,pinova
54,74.78,pinova
57,82.21,pinova
57,81.15,pinova
60,97.77,pinova
57,83.23,pinova
66,127.96,pinova
72,155.39,pinova
70,143.3,pinova
68,126.8,pinova
51,61.97,pinova
52,63.48,pinova
57,84.25,pinova
58,94.21,pinova
65,109.01,pinova
60,97.68,pinova
58,88.33,pinova
61,105.43,pinova
57,78.79,pinova
65,121.77,pinova
61,97.74,pinova
64,125.13,pinova
59,92.14,pinova
55,73.39,pinova
66,127.09,pinova
67,126.87,pinova
66,114.95,pinova
61,96.09,pinova
60,98.7,pinova
54,69.52,pinova
55,74.7,pinova
57,78.44,pinova
58,89.07,pinova
74,171.03,pinova
66,118.43,pinova
68,129.29,pinova
66,123.98,pinova
66,120.26,pinova
65,115.05,pinova
67,130.94,pinova
63,111.65,pinova
51,58.99,pinova
68,133.77,pinova
65,119.62,pinova
67,128.3,pinova
61,96.31,pinova
63,116.48,pinova
65,119.44,pinova
59,94.5,pinova
65,112.54,pinova
64,119.39,pinova
65,116.31,pinova
64,108.44,pinova
61,103.52,pinova
63,112.69,pinova
62,104.72,pinova
62,97.45,pinova
57,91.1,pinova
59,93.92,pinova
62,110.04,pinova
58,88.01,pinova
57,87.73,pinova
58,86.36,pinova
59,85.32,pinova
59,93.95,pinova
59,100.99,pinova
60,87.93,pinova
58,83.72,pinova
62,99.98,pinova
58,86.83,pinova
60,88.55,pinova
59,94.56,pinova
80,205.98,pinova
74,181.06,pinova
68,137.72,pinova
75,188.35,pinova
72,163.67,pinova
70,149.11,pinova
76,187.73,pinova
54,66.12,pinova
71,161.77,pinova
72,173.24,pinova
65,115.87,pinova
72,159.88,pinova
70,151.97,pinova
78,200.28,pinova
70,149.69,pinova
73,168.47,pinova
67,141.96,pinova
71,159.85,pinova
73,163.9,pinova
79,203.56,pinova
79,207.21,pinova
74,178.59,pinova
76,186.66,pinova
74,184.77,pinova
69,145,pinova
68,143.41,pinova
73,162.73,pinova
69,163.12,pinova
69,142.91,pinova
67,147.21,pinova
70,155.07,pinova
73,178.52,pinova
78,194.8,pinova
76,190.96,pinova
79,217.31,pinova
79,210.35,pinova
74,180.58,pinova
74,174.22,pinova
75,190.18,pinova
72,158.09,pinova
73,166.3,pinova
83,238.7,pinova
77,196.89,pinova
75,172.29,pinova
78,205.72,pinova
69,153.72,pinova
73,177.36,pinova
78,196.61,pinova
74,178.09,pinova
68,148.48,pinova
83,240.24,pinova
84,259.98,pinova
90,309.82,pinova
90,318.69,pinova
84,246.58,pinova
75,196.19,pinova
84,249.64,pinova
76,194.48,pinova
72,176.54,pinova
77,185.19,pinova
74,175.2,pinova
69,150.5,pinova
66,127.61,pinova
65,131.01,pinova
65,132.56,pinova
68,131.84,pinova
66,123.21,pinova
63,104.09,pinova
52,60.89,pinova
60,89.86,pinova
59,88.29,pinova
51,57.16,pinova
49,54.34,pinova
59,85.59,pinova
50,54.46,pinova
55,69.68,pinova
54,68.18,pinova
60,83.89,pinova
53,61.59,pinova
56,74.54,pinova
50,55.74,pinova
48,46.98,pinova
56,74.52,pinova
62,96.99,pinova
55,72.51,pinova
49,51.29,pinova
57,73.02,pinova
54,67.63,pinova
58,84.45,pinova
58,85.62,pinova
54,64.67,pinova
53,66.45,pinova
48,49.61,pinova
55,71.03,pinova
58,83.63,pinova
55,71.27,pinova
52,59.73,pinova
55,68.63,pinova
61,89.38,pinova
60,91.78,pinova
55,73.9,pinova
60,91.83,pinova
59,92.88,pinova
53,73.79,pinova
57,77.87,pinova
57,77.43,pinova
58,81.77,pinova
54,71.7,pinova
57,79.66,pinova
55,71.34,pinova
56,76.23,pinova
58,81.45,pinova
50,54.12,pinova
56,74.37,pinova
59,83.31,pinova
60,92.4,pinova
60,82.66,pinova
55,68.96,pinova
58,78.94,pinova
45,40.57,pinova
64,107.85,pinova
56,68.82,pinova
55,70.51,pinova
59,90.61,pinova
54,63.47,pinova
58,82.39,pinova
59,83.73,pinova
59,84.52,pinova
56,70.24,pinova
58,82.3,pinova
61,93.71,pinova
56,78.4,pinova
51,57.77,pinova
59,89.58,pinova
51,59.13,pinova
56,75.26,pinova
50,53.76,pinova
60,93.45,pinova
49,53.19,pinova
57,78.82,pinova
57,81.09,pinova
55,65.89,pinova
60,95.5,pinova
59,85.23,pinova
63,100.27,pinova
49,54.4,pinova
62,100.85,pinova
59,84.55,pinova
54,68.26,pinova
64,108.59,pinova
59,85.12,pinova
54,67.57,pinova
58,82.09,pinova
59,83.55,pinova
58,78.28,pinova
59,83.24,pinova
60,92.72,pinova
60,88.96,pinova
55,71.74,pinova
61,95.6,pinova
57,77.93,pinova
61,97.33,pinova
59,84.7,pinova
62,96.44,pinova
61,93.34,pinova
56,76.14,pinova
61,91.78,pinova
61,92.42,pinova
57,77.68,pinova
56,75.6,pinova
75,181.83,pinova
74,164.57,pinova
65,125.19,pinova
62,103.96,pinova
75,175.44,pinova
68,137.8,pinova
71,152.93,pinova
66,123.85,pinova
69,152.2,pinova
66,137.29,pinova
70,163.47,pinova
63,119.77,pinova
70,145.54,pinova
65,122.92,pinova
65,137.35,pinova
70,156.65,pinova
72,160.29,pinova
71,150.37,pinova
75,179.13,pinova
75,176.53,pinova
74,180.13,pinova
72,160.15,pinova
65,119.91,pinova
64,115.63,pinova
66,121.35,pinova
69,135.31,pinova
69,133.72,pinova
72,171.5,pinova
71,152.76,pinova
71,167.96,pinova
71,168.71,pinova
76,188.92,pinova
71,154,pinova
70,154.79,pinova
73,170.56,pinova
70,148.69,pinova
75,180.55,pinova
69,139.79,pinova
76,197.62,pinova
68,134.35,pinova
64,121.41,pinova
74,168.2,pinova
71,160.64,pinova
74,168.85,pinova
81,234.86,pinova
78,204.17,pinova
76,181.5,pinova
61,101.34,pinova
74,190.9,pinova
74,167.81,pinova
73,171.09,pinova
66,129.08,pinova
71,152.82,pinova
58,89.72,pinova
70,145.94,pinova
75,198.23,pinova
65,113.97,pinova
64,126.69,pinova
72,167.81,pinova
73,164.89,pinova
73,167.44,pinova
61,98.13,pinova
67,129.44,pinova
71,148.37,pinova
76,185.62,pinova
72,162.69,pinova
68,146.13,pinova
81,224.51,pinova
66,119.37,pinova
67,128.05,pinova
71,147.59,pinova
68,132.58,pinova
68,134.18,pinova
75,183.46,pinova
70,146.95,pinova
76,180.22,pinova
72,158.21,pinova
68,141.66,pinova
67,145.13,pinova
74,171.7,pinova
76,188.58,pinova
68,142.81,pinova
71,159.48,pinova
75,174.48,pinova
72,154.7,pinova
69,145.87,pinova
72,158.89,pinova
75,188.94,pinova
72,172.83,pinova
75,189.73,pinova
75,164.75,pinova
62,96.99,pinova
74,172.98,pinova
71,143.04,pinova
66,126.47,pinova
71,156.92,pinova
77,188.75,pinova
75,186.58,pinova
71,162.89,pinova
66,136.85,pinova
70,163.05,pinova
68,130.1,pinova
63,112,pinova
79,223.57,pinova
74,159.03,pinova
70,159.35,pinova
67,128.45,pinova
71,150.45,pinova
71,171.81,pinova
77,193.83,pinova
64,112.1,pinova
75,174.97,pinova
68,129.44,pinova
70,149.91,pinova
70,156.54,pinova
71,156.79,pinova
70,147.19,pinova
79,202.7,pinova
68,139.17,pinova
68,148.05,pinova
70,155.05,pinova
74,182.69,pinova
72,156.55,pinova
79,220.01,pinova
70,144.65,pinova
66,124.61,pinova
65,117.9,pinova
67,131.12,pinova
71,160.91,pinova
65,132.81,pinova
74,186.5,pinova
69,146.1,pinova
64,113.39,pinova
67,135.89,pinova
66,124.86,pinova
64,116.33,pinova
65,115.45,pinova
67,138.07,pinova
70,144.71,pinova
68,129.97,pinova
66,118.22,pinova
77,199.96,pinova
63,104.44,pinova
66,127.85,pinova
65,123.65,pinova
61,93.28,pinova
65,117.19,pinova
64,120.17,pinova
62,105.44,pinova
71,157.19,pinova
66,126.04,pinova
59,98.19,pinova
68,137.7,pinova
66,125.39,pinova
71,151.8,pinova
51,66.93,pinova
62,107.75,pinova
57,83.72,pinova
72,155.88,pinova
68,140.71,pinova
64,116.68,pinova
57,86.05,pinova
63,117.51,pinova
61,109.52,pinova
68,144.48,pinova
53,71.78,pinova
61,102.12,pinova
62,113.93,pinova
60,94.1,pinova
63,109.65,pinova
67,121.41,pinova
62,108.09,pinova
